
# Auto-generated from Multilingual LibriSpeech (polish)
się [się]
groźny [groźny]
rozśmiał [rozśmiał]
odważył [odważył]
czaszki [czaszki]
piorunu [piorunu]
działał [działał]
różni [różni]
pochwyciłem [pochwyciłem]
potrafiła [potrafiła]
zgadza [zgadza]
powiedzcie [powiedzcie]
człowiecze [człowiecze]
rzuciliśmy [rzuciliśmy]
zatrwożony [zatrwożony]
fundusze [fundusze]
odnieść [odnieść]
czysta [czysta]
przepraszać [przepraszać]
boisz [boisz]
biedaków [biedaków]
pozornie [pozornie]
składały [składały]
urazy [urazy]
posadzki [posadzki]
pałacach [pałacach]
stroi [stroi]
pogląd [pogląd]
dziwno [dziwno]
zmysł [zmysł]
przypuszczasz [przypuszczasz]
ciekawsze [ciekawsze]
planecie [planecie]
przywrócić [przywrócić]
uniwersytecie [uniwersytecie]
wspomnieniach [wspomnieniach]
kwiat [kwiat]
uszanowania [uszanowania]
pocznę [pocznę]
zapewniał [zapewniał]
siadał [siadał]
winę [winę]
scenie [scenie]
płakałem [płakałem]
uścisk [uścisk]
geniuszem [geniuszem]
ażebyście [ażebyście]
przewidywałem [przewidywałem]
drobiazgi [drobiazgi]
niebezpiecznych [niebezpiecznych]
podróże [podróże]
brzydkie [brzydkie]
portretów [portretów]
żyło [żyło]
cenić [cenić]
zarysach [zarysach]
wąskie [wąskie]
duchowe [duchowe]
mocną [mocną]
rozsądny [rozsądny]
postępu [postępu]
zachodził [zachodził]
unieść [unieść]
czytaniu [czytaniu]
romansów [romansów]
poznam [poznam]
martwić [martwić]
znawca [znawca]
niepodobny [niepodobny]
zachowałem [zachowałem]
działy [działy]
akademii [akademii]
kontrakt [kontrakt]
odstąpić [odstąpić]
wynagrodzenie [wynagrodzenie]
bytności [bytności]
cudu [cudu]
katastrofą [katastrofą]
bzika [bzika]
domyślasz [domyślasz]
słupy [słupy]
tęsknię [tęsknię]
mierzyć [mierzyć]
ulubiony [ulubiony]
namawiał [namawiał]
uczciwości [uczciwości]
przeznaczeniu [przeznaczeniu]
żebyśmy [żebyśmy]
odepchnął [odepchnął]
odrzucić [odrzucić]
padło [padło]
spostrzegamy [spostrzegamy]
ślicznie [ślicznie]
przypomniały [przypomniały]
zwanych [zwanych]
skarbcu [skarbcu]
czułości [czułości]
nadużyć [nadużyć]
dostrzegam [dostrzegam]
ulgę [ulgę]
oryginał [oryginał]
zatarł [zatarł]
odwracał [odwracał]
tworzyć [tworzyć]
osobach [osobach]
obszedł [obszedł]
mówiący [mówiący]
przyszłym [przyszłym]
piórami [piórami]
osobny [osobny]
wystarczało [wystarczało]
podróżach [podróżach]
domowego [domowego]
armatę [armatę]
odczytać [odczytać]
trawą [trawą]
nudzę [nudzę]
ustroniu [ustroniu]
wyborną [wyborną]
widniała [widniała]
szlachetność [szlachetność]
zwany [zwany]
fałszywą [fałszywą]
wisiała [wisiała]
pustych [pustych]
budowa [budowa]
krwawo [krwawo]
dotrzymał [dotrzymał]
gonił [gonił]
wskazać [wskazać]
złożywszy [złożywszy]
chorą [chorą]
pustkowiu [pustkowiu]
zaufaniem [zaufaniem]
szkatułkę [szkatułkę]
oświetlona [oświetlona]
dachach [dachach]
podwójne [podwójne]
śpiewała [śpiewała]
śpiewu [śpiewu]
kąpieli [kąpieli]
przygryzł [przygryzł]
mądrością [mądrością]
dręczyła [dręczyła]
niewolnicą [niewolnicą]
zbóż [zbóż]
złotemi [złotemi]
robocie [robocie]
podróżował [podróżował]
wachlarza [wachlarza]
uzbrojonych [uzbrojonych]
naczelnego [naczelnego]
prześliczny [prześliczny]
zaufać [zaufać]
wyjaśnień [wyjaśnień]
dotyczących [dotyczących]
lękano [lękano]
roztropności [roztropności]
dziewczynie [dziewczynie]
wynieśli [wynieśli]
lepsi [lepsi]
motłoch [motłoch]
zabierać [zabierać]
zdziwiło [zdziwiło]
jęczmień [jęczmień]
krzyczą [krzyczą]
bezmyślnie [bezmyślnie]
zasłoną [zasłoną]
morgów [morgów]
wydając [wydając]
gwałtowniej [gwałtowniej]
minęły [minęły]
najważniejszą [najważniejszą]
eunano [eunano]
dbasz [dbasz]
zmniejszają [zmniejszają]
książęcym [książęcym]
wyruszył [wyruszył]
najpóźniej [najpóźniej]
obozie [obozie]
wykąpał [wykąpał]
książęcy [książęcy]
płomienie [płomienie]
obchodziły [obchodziły]
owocami [owocami]
napływ [napływ]
pogardę [pogardę]
pilnują [pilnują]
plagi [plagi]
pniu [pniu]
nomarchę [nomarchę]
obliczem [obliczem]
kąpiel [kąpiel]
dzierżawę [dzierżawę]
otoes [otoes]
wstąpiła [wstąpiła]
jeździec [jeździec]
młodsza [młodsza]
schwyciła [schwyciła]
wróżba [wróżba]
goręcej [goręcej]
krewną [krewną]
budynki [budynki]
ustawić [ustawić]
ścieżkę [ścieżkę]
poznają [poznają]
rzeźbione [rzeźbione]
perfum [perfum]
zboku [zboku]
łąka [łąka]
nocami [nocami]
garstka [garstka]
zapachu [zapachu]
młodszym [młodszym]
rósł [rósł]
rodzinami [rodzinami]
targu [targu]
stojącego [stojącego]
wąwozów [wąwozów]
głosami [głosami]
przystani [przystani]
rój [rój]
peruce [peruce]
skarabeuszów [skarabeuszów]
jadłem [jadłem]
nudny [nudny]
grona [grona]
roślinami [roślinami]
miesza [miesza]
podwładnych [podwładnych]
boczne [boczne]
amenhotep [amenhotep]
poślubić [poślubić]
wysłany [wysłany]
stopie [stopie]
ptactwa [ptactwa]
placki [placki]
podziwiał [podziwiał]
sędzią [sędzią]
surowych [surowych]
barwa [barwa]
złocie [złocie]
waszemu [waszemu]
srebrny [srebrny]
ucztach [ucztach]
odwieczne [odwieczne]
przywiązaniem [przywiązaniem]
siądź [siądź]
nazwisk [nazwisk]
tarasu [tarasu]
spadające [spadające]
niewidzialne [niewidzialne]
towarzyszem [towarzyszem]
cząstki [cząstki]
najpiękniejszej [najpiękniejszej]
zbroję [zbroję]
ozdobioną [ozdobioną]
gardła [gardła]
oznaczonym [oznaczonym]
próżniak [próżniak]
świtę [świtę]
uspokoiły [uspokoiły]
starszej [starszej]
postawiła [postawiła]
powiedziałbym [powiedziałbym]
biedni [biedni]
wystąpiła [wystąpiła]
krzyczeli [krzyczeli]
sługę [sługę]
padają [padają]
stojących [stojących]
uczta [uczta]
łona [łona]
tuląc [tuląc]
sąsiada [sąsiada]
objęć [objęć]
zbudziły [zbudziły]
wygodniej [wygodniej]
trąbka [trąbka]
tłumów [tłumów]
przypomnij [przypomnij]
powiesił [powiesił]
jęczmienia [jęczmienia]
misy [misy]
czuwaj [czuwaj]
bezpieczeństwem [bezpieczeństwem]
zastanowiło [zastanowiło]
weźmiesz [weźmiesz]
oznajmiono [oznajmiono]
więzienie [więzienie]
rozwijał [rozwijał]
niebieskim [niebieskim]
boso [boso]
medal [medal]
piramida [piramida]
wrogami [wrogami]
usłyszeli [usłyszeli]
dzieją [dzieją]
wstępu [wstępu]
małżonkę [małżonkę]
byleś [byleś]
uwolnił [uwolnił]
dowiedziano [dowiedziano]
ostatniem [ostatniem]
rozlewa [rozlewa]
zastaw [zastaw]
zwykła [zwykła]
drwiącym [drwiącym]
znaczna [znaczna]
żywiej [żywiej]
worki [worki]
szafiry [szafiry]
łokieć [łokieć]
frontowej [frontowej]
zadowolić [zadowolić]
kapłanką [kapłanką]
astarty [astarty]
trąc [trąc]
wyznaczył [wyznaczył]
słodycz [słodycz]
zanurzył [zanurzył]
łodzie [łodzie]
gromadzi [gromadzi]
drachmie [drachmie]
mieszkasz [mieszkasz]
biegać [biegać]
zielonemi [zielonemi]
kapłańskim [kapłańskim]
dużym [dużym]
urodzi [urodzi]
zawołali [zawołali]
chórem [chórem]
młodzik [młodzik]
bogacza [bogacza]
ciąży [ciąży]
chaldejski [chaldejski]
modlitwach [modlitwach]
zeszłego [zeszłego]
przyroda [przyroda]
zaczepił [zaczepił]
znana [znana]
pochodu [pochodu]
uwierzyli [uwierzyli]
pilnuje [pilnuje]
gośćmi [gośćmi]
kośćmi [kośćmi]
uspakajał [uspakajał]
okazji [okazji]
czerpali [czerpali]
ucieczkę [ucieczkę]
naczelnym [naczelnym]
drewnianych [drewnianych]
nasycony [nasycony]
wedrzeć [wedrzeć]
pomieszane [pomieszane]
zgasił [zgasił]
zielona [zielona]
oszustwem [oszustwem]
przeznaczam [przeznaczam]
budują [budują]
błogosławi [błogosławi]
szlachetnej [szlachetnej]
wzeszło [wzeszło]
przepaścią [przepaścią]
jastrząb [jastrząb]
znaczyło [znaczyło]
zawrzeć [zawrzeć]
podział [podział]
błazen [błazen]
kryli [kryli]
pochłonęła [pochłonęła]
zaklął [zaklął]
cobyś [cobyś]
pal [pal]
manewrów [manewrów]
alarm [alarm]
zdrada [zdrada]
wieczorowi [wieczorowi]
samotna [samotna]
cienkie [cienkie]
odprawił [odprawił]
piętrzyły [piętrzyły]
podziękować [podziękować]
ozdobiony [ozdobiony]
pomocników [pomocników]
folwarkach [folwarkach]
proroków [proroków]
roślinność [roślinność]
styczniu [styczniu]
sięga [sięga]
zajmujący [zajmujący]
jadać [jadać]
ciasne [ciasne]
przestaną [przestaną]
fletów [fletów]
szczęk [szczęk]
każesz [każesz]
zielonego [zielonego]
marszcząc [marszcząc]
elegancki [elegancki]
marmuru [marmuru]
uczeń [uczeń]
wstydził [wstydził]
winogron [winogron]
wylękniony [wylękniony]
swoimi [swoimi]
pomóc [pomóc]
strapiony [strapiony]
zameldował [zameldował]
silni [silni]
przyjdziesz [przyjdziesz]
górną [górną]
mnóstwie [mnóstwie]
wystawy [wystawy]
chodziły [chodziły]
pięknemi [pięknemi]
czwarte [czwarte]
przyjeżdża [przyjeżdża]
równym [równym]
mieszkańcom [mieszkańcom]
zjadła [zjadła]
radcy [radcy]
opowiadali [opowiadali]
niesiony [niesiony]
rozkładając [rozkładając]
pełnomocnikiem [pełnomocnikiem]
dodawać [dodawać]
miejscowość [miejscowość]
zaciśniętemi [zaciśniętemi]
spokojności [spokojności]
morderca [morderca]
wyrósł [wyrósł]
oddałbym [oddałbym]
ucichł [ucichł]
uczniowie [uczniowie]
udzielać [udzielać]
stanów [stanów]
rzekło [rzekło]
traktacie [traktacie]
należeli [należeli]
ukazywać [ukazywać]
stawać [stawać]
jeżeliś [jeżeliś]
składano [składano]
nadzwyczajny [nadzwyczajny]
płaskie [płaskie]
zapanowała [zapanowała]
piorunów [piorunów]
błyskawic [błyskawic]
ponurą [ponurą]
gęsta [gęsta]
osobliwy [osobliwy]
dwudziesty [dwudziesty]
żółtą [żółtą]
świateł [świateł]
robicie [robicie]
poufale [poufale]
zmartwienie [zmartwienie]
spodziewając [spodziewając]
purpurową [purpurową]
mnożą [mnożą]
śmiertelnych [śmiertelnych]
gryzł [gryzł]
dowiedzenia [dowiedzenia]
błyszczy [błyszczy]
miastach [miastach]
podskoczył [podskoczył]
zdrajca [zdrajca]
żołd [żołd]
delikatne [delikatne]
odwracając [odwracając]
tragarze [tragarze]
bożej [bożej]
model [model]
wstrząśnienia [wstrząśnienia]
najgorszych [najgorszych]
zebrała [zebrała]
pragnęli [pragnęli]
biesiadników [biesiadników]
ścianami [ścianami]
czystem [czystem]
zwalił [zwalił]
energję [energję]
szerokość [szerokość]
rolników [rolników]
zabiegł [zabiegł]
roztropność [roztropność]
wydali [wydali]
pocałunki [pocałunki]
opowiadają [opowiadają]
wysepki [wysepki]
upadają [upadają]
złożony [złożony]
znaczył [znaczył]
odezwać [odezwać]
zręczności [zręczności]
odrobinę [odrobinę]
morska [morska]
nowiu [nowiu]
wyrobów [wyrobów]
grożąc [grożąc]
ciemnemi [ciemnemi]
namawiać [namawiać]
łkając [łkając]
klimat [klimat]
powitał [powitał]
pobożne [pobożne]
galopem [galopem]
falą [falą]
sędziemu [sędziemu]
rozlewała [rozlewała]
szczęśliwem [szczęśliwem]
koszta [koszta]
kołyski [kołyski]
zagadkowy [zagadkowy]
tbubui [tbubui]
ochłonąwszy [ochłonąwszy]
welon [welon]
tęsknotę [tęsknotę]
leciał [leciał]
spadał [spadał]
przewozu [przewozu]
uczt [uczt]
horyzoncie [horyzoncie]
hiramie [hiramie]
dygnitarze [dygnitarze]
cugle [cugle]
ochotą [ochotą]
dziwaczny [dziwaczny]
ogólny [ogólny]
aha-a [aha-a]
wywołało [wywołało]
ciągnących [ciągnących]
musawasy [musawasy]
targ [targ]
wszystek [wszystek]
wolną [wolną]
ucałować [ucałować]
nadomiar [nadomiar]
naprzemian [naprzemian]
wejdziesz [wejdziesz]
procy [procy]
jakaż [jakaż]
modlitwa [modlitwa]
kres [kres]
potajemnie [potajemnie]
płonęło [płonęło]
słuchają [słuchają]
zapewni [zapewni]
plam [plam]
wdaje [wdaje]
pokutnik [pokutnik]
wychyliła [wychyliła]
zapomniawszy [zapomniawszy]
niezwykłych [niezwykłych]
uzbrojony [uzbrojony]
wściekłością [wściekłością]
chóry [chóry]
planety [planety]
zapłacę [zapłacę]
odbijał [odbijał]
kapturem [kapturem]
lekkomyślnie [lekkomyślnie]
modlą [modlą]
zaniepokoił [zaniepokoił]
ogrom [ogrom]
wymagania [wymagania]
prowadziłem [prowadziłem]
zamieszkują [zamieszkują]
nienawidzę [nienawidzę]
spojrzeli [spojrzeli]
uciekło [uciekło]
kanapę [kanapę]
nacóż [nacóż]
obojętnością [obojętnością]
libijscy [libijscy]
kamyków [kamyków]
budował [budował]
strzała [strzała]
liczb [liczb]
wygnał [wygnał]
libijczykom [libijczykom]
zaciął [zaciął]
amfiteatru [amfiteatru]
oświetlonej [oświetlonej]
zajęta [zajęta]
raportu [raportu]
libijski [libijski]
płatki [płatki]
modlitwie [modlitwie]
zazdrosny [zazdrosny]
obecnością [obecnością]
oddając [oddając]
przeciągły [przeciągły]
wybierając [wybierając]
południem [południem]
okrytych [okrytych]
przepisał [przepisał]
chodzili [chodzili]
trafiają [trafiają]
odbywają [odbywają]
wyrzuciła [wyrzuciła]
cierpią [cierpią]
zabójstwa [zabójstwa]
naturalnej [naturalnej]
wymówił [wymówił]
wcisnął [wcisnął]
przewodnicy [przewodnicy]
zabieram [zabieram]
kapłańska [kapłańska]
szkoła [szkoła]
pogarda [pogarda]
mumji [mumji]
srebrnemi [srebrnemi]
klęczkach [klęczkach]
fontanny [fontanny]
raczyli [raczyli]
przybyć [przybyć]
świcie [świcie]
obawiając [obawiając]
trupie [trupie]
uprzejmością [uprzejmością]
miejscowości [miejscowości]
potrząsając [potrząsając]
uprzedzony [uprzedzony]
usuwa [usuwa]
potrafiłbym [potrafiłbym]
synai [synai]
wysyłał [wysyłał]
siodła [siodła]
synek [synek]
ratuj [ratuj]
przygotowane [przygotowane]
włosem [włosem]
okrucieństwa [okrucieństwa]
spadają [spadają]
uważniej [uważniej]
otoczyli [otoczyli]
opierał [opierał]
zręczny [zręczny]
burzę [burzę]
zręcznością [zręcznością]
nosisz [nosisz]
zasłaniał [zasłaniał]
usłyszysz [usłyszysz]
zamordował [zamordował]
umilkli [umilkli]
ludzkiem [ludzkiem]
pokręcił [pokręcił]
swojemu [swojemu]
pielgrzyma [pielgrzyma]
kilkoro [kilkoro]
przedstawię [przedstawię]
sztywny [sztywny]
odgadywać [odgadywać]
ganku [ganku]
świt [świt]
tylną [tylną]
zatoki [zatoki]
zdrowiu [zdrowiu]
napił [napił]
sznury [sznury]
upadło [upadło]
ściskać [ściskać]
najlepszy [najlepszy]
podziwiać [podziwiać]
przeraził [przeraził]
wstając [wstając]
umiesz [umiesz]
warci [warci]
dotarli [dotarli]
bronzowe [bronzowe]
naturalną [naturalną]
grzeczny [grzeczny]
miałoby [miałoby]
egipska [egipska]
rozbity [rozbity]
chorobą [chorobą]
powiększał [powiększał]
posiadali [posiadali]
wyrzucony [wyrzucony]
przysyła [przysyła]
żartów [żartów]
przybyciem [przybyciem]
potrzeb [potrzeb]
zwykłem [zwykłem]
północnemu [północnemu]
wybierał [wybierał]
należące [należące]
wschodzącego [wschodzącego]
wjechali [wjechali]
odpowie [odpowie]
posłańca [posłańca]
pycha [pycha]
śmiertelnego [śmiertelnego]
wartko [wartko]
raźniej [raźniej]
straciły [straciły]
gorących [gorących]
tyfona [tyfona]
pająk [pająk]
przystanął [przystanął]
wybuchy [wybuchy]
winna [winna]
potoków [potoków]
ucichły [ucichły]
zniżając [zniżając]
wspominaj [wspominaj]
trosk [trosk]
bólem [bólem]
bolały [bolały]
budziło [budziło]
odrazę [odrazę]
wydobywając [wydobywając]
obawiał [obawiał]
ostrze [ostrze]
podejrzewać [podejrzewać]
talerze [talerze]
delikatnie [delikatnie]
wydatków [wydatków]
białemi [białemi]
zagląda [zagląda]
tutmozisem [tutmozisem]
członka [członka]
królową [królową]
uwiadomił [uwiadomił]
wszczął [wszczął]
żywi [żywi]
cegieł [cegieł]
ławek [ławek]
kucharka [kucharka]
zdradzały [zdradzały]
czyniąc [czyniąc]
świadka [świadka]
podróżować [podróżować]
obawę [obawę]
gronie [gronie]
wjechał [wjechał]
nieznaną [nieznaną]
świtem [świtem]
miłostki [miłostki]
sodowemi [sodowemi]
jeziorami [jeziorami]
lekceważeniem [lekceważeniem]
zabiegi [zabiegi]
cnocie [cnocie]
zastąpiła [zastąpiła]
ubogą [ubogą]
powstając [powstając]
zasadzie [zasadzie]
poczynają [poczynają]
widnokręgiem [widnokręgiem]
czarodziejskie [czarodziejskie]
odwołać [odwołać]
kłaniał [kłaniał]
czcigodnej [czcigodnej]
spuszczał [spuszczał]
szanował [szanował]
rzędzie [rzędzie]
roślina [roślina]
pnie [pnie]
rządu [rządu]
listków [listków]
wyniosłość [wyniosłość]
podeszwy [podeszwy]
żebrać [żebrać]
cmentarza [cmentarza]
miejscem [miejscem]
pospolity [pospolity]
wytoczyć [wytoczyć]
pragnieniem [pragnieniem]
czemby [czemby]
nastąpił [nastąpił]
nastał [nastał]
zdawali [zdawali]
odsłonił [odsłonił]
wdzięcznym [wdzięcznym]
wręcz [wręcz]
działań [działań]
powrócili [powrócili]
zgromadzili [zgromadzili]
obietnice [obietnice]
zebraliśmy [zebraliśmy]
unikając [unikając]
zachodnim [zachodnim]
obalić [obalić]
odbyła [odbyła]
opartą [opartą]
doskonałym [doskonałym]
delegatów [delegatów]
okaże [okaże]
zeszło [zeszło]
cywilni [cywilni]
oddechem [oddechem]
oświadczam [oświadczam]
szybkie [szybkie]
poszukać [poszukać]
przykrych [przykrych]
ucieknie [ucieknie]
szlafrok [szlafrok]
ogólną [ogólną]
świnia [świnia]
antefa [antefa]
nazywała [nazywała]
uporządkować [uporządkować]
wiosna [wiosna]
chmurą [chmurą]
uczciwym [uczciwym]
zapowiedzi [zapowiedzi]
bogatej [bogatej]
zamkniętej [zamkniętej]
gałgany [gałgany]
przyjmuję [przyjmuję]
wysłano [wysłano]
zbrojowni [zbrojowni]
przyjaciółmi [przyjaciółmi]
oddalony [oddalony]
spryt [spryt]
horti [horti]
piękniejszą [piękniejszą]
zebrałem [zebrałem]
przeglądać [przeglądać]
zwiedzić [zwiedzić]
towarzyszyła [towarzyszyła]
budowy [budowy]
ubranie [ubranie]
oznaczać [oznaczać]
weźmiemy [weźmiemy]
dążąc [dążąc]
wstępować [wstępować]
niepewność [niepewność]
uwięzi [uwięzi]
zwierzyć [zwierzyć]
nikczemne [nikczemne]
zabiło [zabiło]
zawzięcie [zawzięcie]
nastąpić [nastąpić]
szczęśliwej [szczęśliwej]
dzisiejsze [dzisiejsze]
niesłychanem [niesłychanem]
towarzyszyli [towarzyszyli]
zaznaczyć [zaznaczyć]
nadeszły [nadeszły]
zguby [zguby]
blaski [blaski]
objaw [objaw]
tytuły [tytuły]
wyśledzić [wyśledzić]
bankierów [bankierów]
krótsze [krótsze]
licznemi [licznemi]
górnej [górnej]
wzięły [wzięły]
wystarczą [wystarczą]
odległy [odległy]
beczki [beczki]
wydanie [wydanie]
oznajmić [oznajmić]
namawia [namawia]
dziesiątą [dziesiątą]
dopatrzeć [dopatrzeć]
przyjeździe [przyjeździe]
stołem [stołem]
aleję [aleję]
zdławionym [zdławionym]
olbrzymów [olbrzymów]
spis [spis]
nacieszyć [nacieszyć]
wesela [wesela]
kierownika [kierownika]
szymona [szymona]
strzelec [strzelec]
ekonom [ekonom]
stodoły [stodoły]
psia [psia]
mrozów [mrozów]
jedwabiu [jedwabiu]
kurnika [kurnika]
namyślać [namyślać]
społeczeństwie [społeczeństwie]
zębów [zębów]
drabinę [drabinę]
literalnie [literalnie]
języki [języki]
ciekawem [ciekawem]
wzięte [wzięte]
rozwoju [rozwoju]
ledwiem [ledwiem]
poczciwego [poczciwego]
nieźle [nieźle]
zdecydowany [zdecydowany]
przywiązałem [przywiązałem]
wchodzą [wchodzą]
niepomiernie [niepomiernie]
młotem [młotem]
upór [upór]
kartofle [kartofle]
kosz [kosz]
obawiałem [obawiałem]
zcicha [zcicha]
zwierz [zwierz]
schodzą [schodzą]
jednostek [jednostek]
rozbójnika [rozbójnika]
naturalne [naturalne]
gdziem [gdziem]
włóczęga [włóczęga]
któr [któr]
głow [głow]
odchodził [odchodził]
jaskrawo [jaskrawo]
lał [lał]
sw [sw]
fal [fal]
otwierały [otwierały]
letargu [letargu]
dumnej [dumnej]
zasługę [zasługę]
oddychał [oddychał]
zauważyć [zauważyć]
strychu [strychu]
ponętne [ponętne]
okres [okres]
kryła [kryła]
zdrowy [zdrowy]
opuszczoną [opuszczoną]
szerokiej [szerokiej]
kawiarni [kawiarni]
zdarzyła [zdarzyła]
żywił [żywił]
motylów [motylów]
półtory [półtory]
młodszego [młodszego]
zdziwieniu [zdziwieniu]
ścieżką [ścieżką]
merripit [merripit]
house [house]
przybywam [przybywam]
antoni [antoni]
waterloo [waterloo]
